SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT
NZ_LC532224_1,27688,29307,-,MCR-9.1,1-1620/1620,===============,0/0,100,99.94,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
NZ_LC542971_1,93404,94879,+,msrE,1-1476/1476,===============,0/0,100,100,card,EU294228.1:21241-22717,MsrE is an ABC-F subfamily protein expressed to Klebsiella pneumoniae that confers resistance to erythromycin and streptogramin B antibiotics. It is associated with plasmid DNA. It is also 100% identical to ABC-F type ribosomal protection protein Msr(E) which is in multiple species.
NZ_LC542971_1,94935,95819,+,mphE,1-885/885,===============,0/0,100,100,card,DQ839391.1:13757-12872,mphE is a macrolide phosphotransferase and resistance gene identified on a plasmid pRSB105.
NZ_LC542971_1,99395,100585,-,tet(C),1-1191/1191,===============,0/0,100,100,card,AY043299.1:5175-3984,Tet(C) is a tetracycline efflux pump found in many species of Gram-negative bacteria. It is typically found in plasmid DNA.
NZ_LC542971_1,127458,127910,+,arr-2,1-453/453,===============,0/0,100,100,card,AF078527.1:4387-4840,arr-2 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa.
NZ_LC542971_1,128231,129490,+,cmlA5,1-1260/1260,===============,0/0,100,100,card,AY115475.1:3337-4597,cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli.
NZ_LC542971_1,129682,130029,+,qacEdelta1,1-348/348,===============,0/0,100,99.71,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_LC542971_1,130023,130862,+,sul1,1-840/840,===============,0/0,100,99.88,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_LC542971_1,137117,137962,-,rmtC,1-846/846,===============,0/0,100,100,card,KJ476816.1:79-925,RmtC is a rRNA methyltransferase found in Proteus mirabilis with high level resistance to similar to aminoglycosides with the exception of non-46-disubstituted deoxystreptamines (streptomycin and neomycin). It has also been isolated in Salmonella enterica ser. Virchow. It is hypothesized to methylate G1405 like related methyltransferases RmtA RmtB and ArmA.
NZ_LC542971_1,139116,139928,+,NDM-1,1-813/813,===============,0/0,100,100,card,FN396876.1:3219-2406,NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.
NZ_LC542971_1,139932,140297,+,BRP(MBL),1-366/366,===============,0/0,100,100,card,KC503911.1:9883-10249,A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.
NZ_LC542971_1,143254,144093,+,sul1,1-840/840,===============,0/0,100,99.88,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_LC542971_1,147231,147791,-,dfrA23,1-561/561,===============,0/0,100,100,card,AJ746361.2:7303-6742,dfrA23 is an integron-encoded dihydrofolate reductase found in Salmonella enterica.
NZ_LC542971_1,156710,158329,-,MCR-9.1,1-1620/1620,===============,0/0,100,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
NZ_LC542972_1,98520,99995,+,msrE,1-1476/1476,===============,0/0,100,100,card,EU294228.1:21241-22717,MsrE is an ABC-F subfamily protein expressed to Klebsiella pneumoniae that confers resistance to erythromycin and streptogramin B antibiotics. It is associated with plasmid DNA. It is also 100% identical to ABC-F type ribosomal protection protein Msr(E) which is in multiple species.
NZ_LC542972_1,100051,100935,+,mphE,1-885/885,===============,0/0,100,100,card,DQ839391.1:13757-12872,mphE is a macrolide phosphotransferase and resistance gene identified on a plasmid pRSB105.
NZ_LC542972_1,104511,105701,-,tet(C),1-1191/1191,===============,0/0,100,100,card,AY043299.1:5175-3984,Tet(C) is a tetracycline efflux pump found in many species of Gram-negative bacteria. It is typically found in plasmid DNA.
NZ_LC542972_1,132592,133152,+,dfrA23,1-561/561,===============,0/0,100,100,card,AJ746361.2:7303-6742,dfrA23 is an integron-encoded dihydrofolate reductase found in Salmonella enterica.
NZ_LC542972_1,136290,137129,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_LC542972_1,137123,137470,-,qacEdelta1,1-348/348,===============,0/0,100,99.71,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_LC542972_1,137662,138921,-,cmlA5,1-1260/1260,===============,0/0,100,100,card,AY115475.1:3337-4597,cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli.
NZ_LC542972_1,139242,139694,-,arr-2,1-453/453,===============,0/0,100,100,card,AF078527.1:4387-4840,arr-2 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa.
NZ_LC542972_1,149631,151250,-,MCR-9.1,1-1620/1620,===============,0/0,100,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
NZ_LC542972_1,250167,251042,-,CTX-M-15,1-876/876,===============,0/0,100,100,card,AY044436.1:1435-2311,CTX-M-15 is a beta-lactamase found in the Enterobacteriaceae family.
NZ_LC589174_1,127814,128653,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_LC589174_1,128647,128994,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_LC589174_1,129233,129814,-,AAC(6')-IIc,1-582/582,===============,0/0,100,100,card,AF162771.1:61-643,AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae.
NZ_LC589174_1,129964,130704,-,IMP-1,1-741/741,===============,0/0,100,100,card,AJ223604.1:1484-2225,IMP-1 is a beta-lactamase found in Serratia marcescens.
NZ_LC589174_1,222571,223776,-,tet(B),1-1206/1206,===============,0/0,100,99.83,card,AB089595.1:0-1206,Tet(B) is a tetracycline efflux protein expressed in many Gram-negative bacteria. It confers resistance to tetracycline doxycycline and minocycline but not tigecycline.
NZ_MF072964_1,85068,85655,+,AAC(6')-Ib10,25-612/612,===============,0/0,96.08,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
NZ_MF072964_1,85786,86616,+,OXA-1,1-831/831,===============,0/0,100,100,card,JN420336.1:2230-1399,OXA-1 is a beta-lactamase found in E. coli.
NZ_MF072964_1,86754,87386,+,catB3,1-633/633,===============,0/0,100,100,card,JX101693.1:58200-58833,catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium Acinetobacter baumannii and Escherichia coli.
NZ_MF072964_1,87471,87923,+,arr-3,1-453/453,===============,0/0,100,100,card,EU675686.1:1956-2409,arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis.
NZ_MF072964_1,88146,88493,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MF072964_1,88487,89326,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF072964_1,114790,115665,+,CTX-M-3,1-876/876,===============,0/0,100,100,card,Y10278.1:0-876,CTX-M-3 is a beta-lactamase found in Citrobacter freundii.
NZ_MF083142_1,79586,81211,+,MCR-1.1,1-1626/1626,===============,0/0,100,100,card,KP347127.1:22412-24038,MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A resulting reduction in negative charge of the cell membrane.
NZ_MF344580_1,113158,114018,-,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
NZ_MF344580_1,182073,183257,-,tet(D),1-1185/1185,===============,0/0,100,100,card,AF467077.1:163-1348,TetD is a tetracycline efflux pump found exclusively in Gram-negative bacteria.
NZ_MF344580_1,184869,185510,-,catII_from_Escherichia_coli_K-12,1-642/642,===============,0/0,100,96.11,card,X53796.1:186-828,catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.
NZ_MF344580_1,194874,195675,+,AAC(6')-Ib7,1-786/786,========/======,1/16,100,98,card,KR091911.1:75350-74564,AAC(6')-Ib7 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae and C. freundii.
NZ_MF344580_1,199706,200545,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF344580_1,200539,200886,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MF344580_1,201069,202128,-,EreA2,167-1227/1227,.=======/======,2/3,86.31,99.44,card,AF099140.1:136-1363,EreA2 is an integron-encoded erythromycin esterase that hydrolyses the drug's lactone ring. EreA2 is found in Providencia stuartii.
NZ_MF344580_1,203531,204340,-,AAC(3)-IIg,1-810/810,===============,0/0,100,100,card,MT090547.1:0-810,AAC(3)-IIg is part of the AAC(3) family. It was initially found in clinical isolates of Enterobacter cloacae.
NZ_MF344580_1,206425,207006,-,AAC(6')-IIc,1-582/582,===============,0/0,100,100,card,AF162771.1:61-643,AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae.
NZ_MF344582_1,105975,106448,+,dfrA1,1-474/474,===============,0/0,100,100,card,KJ541681.1:19526-20000,dfrA1 is an integron-encoded dihydrofolate reductase.
NZ_MF344582_1,106965,107753,+,aadA5,1-789/789,===============,0/0,100,100,card,AF137361.1:63-852,aadA5 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons and integrons in E. coli K. pneumoniae Kluyvera georgiana P. aeruginosa and E. cloacae.
NZ_MF344582_1,107921,108268,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MF344582_1,108262,109101,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF344582_1,111311,111967,+,QnrA1,1-657/657,===============,0/0,100,99.85,card,DQ831141.1:8921-9578,QnrA1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae.
NZ_MF344582_1,113619,114458,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF344582_1,117803,118576,+,armA,1-774/774,===============,0/0,100,100,card,GU437214.1:0-774,ArmA is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA an aminoglycoside binding site.
NZ_MF344582_1,120875,122350,+,msrE,1-1476/1476,===============,0/0,100,100,card,EU294228.1:21241-22717,MsrE is an ABC-F subfamily protein expressed to Klebsiella pneumoniae that confers resistance to erythromycin and streptogramin B antibiotics. It is associated with plasmid DNA. It is also 100% identical to ABC-F type ribosomal protection protein Msr(E) which is in multiple species.
NZ_MF344582_1,122406,123290,+,mphE,1-885/885,===============,0/0,100,100,card,DQ839391.1:13757-12872,mphE is a macrolide phosphotransferase and resistance gene identified on a plasmid pRSB105.
NZ_MF344582_1,145563,146204,-,catII_from_Escherichia_coli_K-12,1-642/642,===============,0/0,100,96.11,card,X53796.1:186-828,catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.
NZ_MF344582_1,151497,152312,-,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_MF344582_1,154745,155605,+,AAC(3)-IId,1-861/861,===============,0/0,100,99.88,card,EU022314.1:0-861,AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli.
NZ_MF344582_1,160577,161437,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
NZ_MF344582_1,236980,238599,-,MCR-9.1,1-1620/1620,===============,0/0,100,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
NZ_MF344582_1,274302,275741,+,AAC(6')-Ie-APH(2'')-Ia_bifunctional_protein,1-1440/1440,===============,0/0,100,100,card,GU565967.1:26419-24979,AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus E. faecalis E. faecium and Staphylococcus warneri.
NZ_MF344583_1,88523,89428,+,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
NZ_MF344583_1,89425,90663,+,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
NZ_MF344583_1,96066,96905,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF344583_1,96899,97246,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MF344583_1,97410,98189,-,aadA2,1-780/780,===============,0/0,100,99.87,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
NZ_MF344583_1,98609,99106,-,dfrA12,1-498/498,===============,0/0,100,100,card,GU585907.1:22103-21605,dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae.
NZ_MF344583_1,147515,149134,+,MCR-9.1,1-1620/1620,===============,0/0,100,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
NZ_MF344583_1,172271,173110,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF344583_1,173104,173451,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MF344583_1,173952,174506,-,AAC(6')-IIa,1-555/555,===============,0/0,100,100,card,AY123251.1:2950-3505,AAC(6')-IIa is an aminoglycoside acetyltransferase encoded by plasmids and integrons in P. aeruginosa and S. enterica.
NZ_MF344583_1,174508,175325,-,aadA16,1-818/846,===============,0/0,96.69,99.39,card,EU675686.2:3196-4042,aadA16 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in E. coli V. cholerae and K. pneumoniae.
NZ_MF344583_1,199763,200623,-,SHV-12,1-861/861,===============,0/0,100,100,card,KF976405.1:7837-8698,SHV-12 is an extended-spectrum beta-lactamase found in Acinetobacter baumannii.
NZ_MF344583_1,204500,205033,+,ANT(2'')-Ia,1-534/534,===============,0/0,100,100,card,AF078527.1:3769-4303,Plasmid or integron-encoded nucleotidylylation of 2-deoxystreptamine aminoglycosides at the hydroxyl group at position 2'' in P. aeruginosa K. pneumoniae Morganella morganii E. coli S. typhimurium C. freundii and A. baumannii.
NZ_MF344583_1,205196,205528,+,qacL,1-333/333,===============,0/0,100,91.59,card,DQ149925.1:188-521,A subunit of the qac multidrug efflux pump in Vibrio cholerae.
NZ_MF678350_1,88228,91380,-,oqxB,1-3153/3153,===============,0/0,100,99.94,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MF678350_1,91404,92579,-,oqxA,1-1176/1176,===============,0/0,100,99.92,card,EU370913.1:46651-47827,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MF678350_1,97670,98509,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF678350_1,99962,100775,-,APH(3')-Ia,1-814/816,===============,0/0,99.75,99.39,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.
NZ_MF678350_1,103476,104267,+,sul3,1-792/792,===============,0/0,100,100,card,FJ196385.1:9323-8531,Sul3 is a sulfonamide resistant dihydropteroate synthase similar to Sul1 and Sul2. Its resistance gene was found encoded in E. coli plasmid DNA of sulfonamide resistant isolates.
NZ_MF678350_1,105447,105779,-,qacL,1-333/333,===============,0/0,100,91.59,card,DQ149925.1:188-521,A subunit of the qac multidrug efflux pump in Vibrio cholerae.
NZ_MF678350_1,105949,106740,-,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
NZ_MF678350_1,106833,108092,-,cmlA1,1-1260/1260,===============,0/0,100,99.92,card,M64556.1:600-1860,cmlA1 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa and Klebsiella pneumoniae.
NZ_MF678350_1,108354,109133,-,aadA2,1-780/780,===============,0/0,100,100,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
NZ_MF678350_1,118780,119595,-,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_MF678350_1,124442,125467,-,APH(4)-Ia,1-1026/1026,===============,0/0,100,100,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
NZ_MF678350_1,125696,126472,-,AAC(3)-IVa,1-777/777,===============,0/0,100,99.87,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
NZ_MF678350_1,128565,128981,-,FosA3,1-417/417,===============,0/0,100,100,card,JF411006.1:951-1368,An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.
NZ_MF678350_1,129593,130468,-,CTX-M-14,1-876/876,===============,0/0,100,100,card,AF252622.2:1740-2616,CTX-M-14 is a beta-lactamase found in the Enterobacteriaceae family.
NZ_MF678350_1,185336,186961,-,MCR-1.1,1-1626/1626,===============,0/0,100,100,card,KP347127.1:22412-24038,MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A resulting reduction in negative charge of the cell membrane.
NZ_MF788071_1,114569,115348,+,aadA2,1-780/780,===============,0/0,100,100,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
NZ_MF788071_1,115512,115859,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MF788071_1,115853,116692,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MF788071_1,119404,119973,+,dfrA19,1-570/570,===============,0/0,100,99.83,card,AJ310778.1:7003-7573,dfrA19 is an integron-encoded dihydrofolate reductase found in Klebsiella pneumoniae.
NZ_MF788071_1,121747,122550,+,APH(3'')-Ib,1-804/804,===============,0/0,100,99.88,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
NZ_MF788071_1,122550,123386,+,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
NZ_MF788071_1,126477,128096,-,MCR-9.1,1-1620/1620,===============,0/0,100,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
NZ_MF788071_1,213012,214196,-,tet(D),1-1185/1185,===============,0/0,100,100,card,AF467077.1:163-1348,TetD is a tetracycline efflux pump found exclusively in Gram-negative bacteria.
NZ_MG014720_1,73361,76513,-,oqxB,1-3153/3153,===============,0/0,100,100,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MG014720_1,76537,77712,-,oqxA,1-1176/1176,===============,0/0,100,100,card,EU370913.1:46651-47827,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MG014720_1,99281,100156,-,CTX-M-27,1-876/876,===============,0/0,100,100,card,AY156923.1:0-876,CTX-M-27 is a beta-lactamase found in Escherichia coli.
NZ_MG014720_1,160564,161205,-,catII_from_Escherichia_coli_K-12,1-642/642,===============,0/0,100,96.11,card,X53796.1:186-828,catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.
NZ_MG014720_1,169498,170253,-,rmtB,1-756/756,===============,0/0,100,100,card,AM886293.1:116479-117235,RmtB is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA an aminoglycoside binding site.
NZ_MG014720_1,170423,171283,-,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
NZ_MG014720_1,182092,182907,-,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_MG014720_1,187754,188779,-,APH(4)-Ia,1-1026/1026,===============,0/0,100,100,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
NZ_MG014720_1,189008,189784,-,AAC(3)-IVa,1-777/777,===============,0/0,100,99.87,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
NZ_MG014720_1,190713,191300,+,AAC(6')-Ib10,25-612/612,===============,0/0,96.08,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
NZ_MG014720_1,191431,192261,+,OXA-1,1-831/831,===============,0/0,100,100,card,JN420336.1:2230-1399,OXA-1 is a beta-lactamase found in E. coli.
NZ_MG014720_1,192399,193031,+,catB3,1-633/633,===============,0/0,100,100,card,JX101693.1:58200-58833,catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium Acinetobacter baumannii and Escherichia coli.
NZ_MG014720_1,193116,193568,+,arr-3,1-453/453,===============,0/0,100,100,card,EU675686.1:1956-2409,arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis.
NZ_MG014720_1,193791,194138,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MG014720_1,194132,194971,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MG014722_1,77026,77805,+,aadA2,1-780/780,===============,0/0,100,100,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
NZ_MG014722_1,78067,79326,+,cmlA1,1-1260/1260,===============,0/0,100,99.92,card,M64556.1:600-1860,cmlA1 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa and Klebsiella pneumoniae.
NZ_MG014722_1,79419,80210,+,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
NZ_MG014722_1,80380,80712,+,qacL,1-333/333,===============,0/0,100,91.59,card,DQ149925.1:188-521,A subunit of the qac multidrug efflux pump in Vibrio cholerae.
NZ_MG014722_1,81892,82683,-,sul3,1-792/792,===============,0/0,100,100,card,FJ196385.1:9323-8531,Sul3 is a sulfonamide resistant dihydropteroate synthase similar to Sul1 and Sul2. Its resistance gene was found encoded in E. coli plasmid DNA of sulfonamide resistant isolates.
NZ_MG014722_1,85789,86628,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MG014722_1,86622,86969,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
